"variable","root_variable","mean_min_depth","occurrences","interaction","uncond_mean_min_depth"
"NMT","EPH",6.60533333333333,29,"EPH:NMT",4.36
"NMT","IP",6.85111111111111,32,"IP:NMT",4.36
"NMT","MNN",7.18222222222222,15,"MNN:NMT",4.36
"NMT","MT",6.856,13,"MT:NMT",4.36
"NMT","NC",5.884,14,"NC:NMT",4.36
"NMT","NDE",7.04166666666667,27,"NDE:NMT",4.36
"NMT","PTIME",7.312,19,"PTIME:NMT",4.36
"NMT","PYRID",6.87955555555556,16,"PYRID:NMT",4.36
"NMT","PYRRO",6.50533333333333,8,"PYRRO:NMT",4.36
"NMT","RAMAN",8.12977777777778,23,"RAMAN:NMT",4.36
"NMT","RR",6.88444444444445,15,"RR:NMT",4.36
"POLY","BET",8.53244444444444,7,"BET:POLY",8.7172
"POLY","CL",9.24444444444444,15,"CL:POLY",8.7172
"POLY","EC",9.03288888888889,12,"EC:POLY",8.7172
"POLY","ENEG",10.8820861678005,26,"ENEG:POLY",8.7172
"POLY","EPH",9.12533333333333,19,"EPH:POLY",8.7172
"POLY","IP",10.3377777777778,23,"IP:POLY",8.7172
"POLY","MNN",8.604,8,"MNN:POLY",8.7172
"POLY","MT",7.94666666666667,10,"MT:POLY",8.7172
"POLY","NC",6.62044444444444,11,"NC:POLY",8.7172
"POLY","NDE",10.2027777777778,15,"NDE:POLY",8.7172
"POLY","PTIME",7.87111111111111,15,"PTIME:POLY",8.7172
"POLY","PYRID",8.03733333333333,11,"PYRID:POLY",8.7172
"POLY","PYRRO",6.52844444444444,6,"PYRRO:POLY",8.7172
"POLY","RAMAN",10.3737777777778,14,"RAMAN:POLY",8.7172
"POLY","RR",8.25777777777778,10,"RR:POLY",8.7172
"PTEMP","BET",4.81066666666667,26,"BET:PTEMP",4.18
"PTEMP","CL",5.32222222222222,30,"CL:PTEMP",4.18
"PTEMP","EC",5.07288888888889,32,"EC:PTEMP",4.18
"PTEMP","ENEG",4.9124716553288,39,"ENEG:PTEMP",4.18
"PTEMP","EPH",5.06755555555556,34,"EPH:PTEMP",4.18
"PTEMP","IP",4.90666666666667,37,"IP:PTEMP",4.18
"PTEMP","MNN",4.44666666666667,30,"MNN:PTEMP",4.18
"PTEMP","MT",5.87288888888889,22,"MT:PTEMP",4.18
"PTEMP","NC",4.94444444444444,20,"NC:PTEMP",4.18
"PTEMP","NDE",5.42268518518519,32,"NDE:PTEMP",4.18
"PTEMP","PTIME",5.10311111111111,29,"PTIME:PTEMP",4.18
"PTEMP","PYRID",6.164,26,"PYRID:PTEMP",4.18
"PTEMP","PYRRO",4.69955555555556,21,"PYRRO:PTEMP",4.18
"PTEMP","RAMAN",4.86622222222222,36,"RAMAN:PTEMP",4.18
"PTEMP","RR",5.15288888888889,27,"RR:PTEMP",4.18
"PTIME","BET",5.60888888888889,25,"BET:PTIME",3.76
"PTIME","CL",5.21777777777778,31,"CL:PTIME",3.76
"PTIME","EC",4.99644444444444,31,"EC:PTIME",3.76
"PTIME","ENEG",4.0453514739229,41,"ENEG:PTIME",3.76
"PTIME","EPH",4.65333333333333,35,"EPH:PTIME",3.76
"PTIME","IP",4.10222222222222,39,"IP:PTIME",3.76
"PTIME","MNN",5.61777777777778,25,"MNN:PTIME",3.76
"PTIME","MT",5.09333333333333,25,"MT:PTIME",3.76
"PTIME","NC",5.03022222222222,23,"NC:PTIME",3.76
"PTIME","NDE",5.57314814814815,31,"NDE:PTIME",3.76
"PTIME","PTIME",6.10666666666667,25,"PTIME:PTIME",3.76
"PTIME","PYRID",5.052,28,"PYRID:PTIME",3.76
"PTIME","PYRRO",4.92311111111111,18,"PYRRO:PTIME",3.76
"PTIME","RAMAN",4.63911111111111,37,"RAMAN:PTIME",3.76
"PTIME","RR",5.95555555555556,20,"RR:PTIME",3.76
"PYRID","BET",3.58222222222222,35,"BET:PYRID",3.46
"PYRID","CL",3.30888888888889,38,"CL:PYRID",3.46
"PYRID","EC",2.64977777777778,41,"EC:PYRID",3.46
"PYRID","ENEG",3.85668934240363,40,"ENEG:PYRID",3.46
"PYRID","EPH",3.04266666666667,42,"EPH:PYRID",3.46
"PYRID","IP",4.21555555555556,38,"IP:PYRID",3.46
"PYRID","MNN",3.79288888888889,33,"MNN:PYRID",3.46
"PYRID","MT",4.79644444444444,26,"MT:PYRID",3.46
"PYRID","NC",4.352,27,"NC:PYRID",3.46
"PYRID","NDE",4.68935185185185,32,"NDE:PYRID",3.46
"PYRID","PTIME",5.02444444444444,30,"PTIME:PYRID",3.46
"PYRID","PYRID",4.29422222222222,33,"PYRID:PYRID",3.46
"PYRID","PYRRO",4.34311111111111,23,"PYRRO:PYRID",3.46
"PYRID","RAMAN",3.83911111111111,37,"RAMAN:PYRID",3.46
"PYRID","RR",4.53066666666667,27,"RR:PYRID",3.46
"PYRRO","BET",4.02311111111111,33,"BET:PYRRO",3.78
"PYRRO","CL",4.74888888888889,34,"CL:PYRRO",3.78
"PYRRO","EC",4.69244444444444,34,"EC:PYRRO",3.78
"PYRRO","ENEG",3.28934240362812,43,"ENEG:PYRRO",3.78
"PYRRO","EPH",3.40444444444444,40,"EPH:PYRRO",3.78
"PYRRO","IP",4.05555555555556,40,"IP:PYRRO",3.78
"PYRRO","MNN",4.57066666666667,33,"MNN:PYRRO",3.78
"PYRRO","MT",5.07733333333333,27,"MT:PYRRO",3.78
"PYRRO","NC",4.39644444444444,27,"NC:PYRRO",3.78
"PYRRO","NDE",4.94398148148148,34,"NDE:PYRRO",3.78
"PYRRO","PTIME",3.65155555555556,37,"PTIME:PYRRO",3.78
"PYRRO","PYRID",4.24933333333333,34,"PYRID:PYRRO",3.78
"PYRRO","PYRRO",4.29777777777778,25,"PYRRO:PYRRO",3.78
"PYRRO","RAMAN",3.232,43,"RAMAN:PYRRO",3.78
"PYRRO","RR",4.768,29,"RR:PYRRO",3.78
"RAMAN","BET",4.38044444444444,34,"BET:RAMAN",3.1
"RAMAN","CL",3.56,39,"CL:RAMAN",3.1
"RAMAN","EC",4.19111111111111,35,"EC:RAMAN",3.1
"RAMAN","ENEG",2.06666666666667,45,"ENEG:RAMAN",3.1
"RAMAN","EPH",3.85511111111111,38,"EPH:RAMAN",3.1
"RAMAN","IP",3.54666666666667,39,"IP:RAMAN",3.1
"RAMAN","MNN",4.48177777777778,33,"MNN:RAMAN",3.1
"RAMAN","MT",4.20888888888889,30,"MT:RAMAN",3.1
"RAMAN","NC",3.88222222222222,30,"NC:RAMAN",3.1
"RAMAN","NDE",3.8875,36,"NDE:RAMAN",3.1
"RAMAN","PTIME",3.93022222222222,36,"PTIME:RAMAN",3.1
"RAMAN","PYRID",3.53733333333333,36,"PYRID:RAMAN",3.1
"RAMAN","PYRRO",4.81022222222222,22,"PYRRO:RAMAN",3.1
"RAMAN","RAMAN",3.87377777777778,39,"RAMAN:RAMAN",3.1
"RAMAN","RR",3.43911111111111,34,"RR:RAMAN",3.1
"RR","BET",4.48622222222222,31,"BET:RR",3.78
"RR","CL",3.80666666666667,36,"CL:RR",3.78
"RR","EC",4.848,34,"EC:RR",3.78
"RR","ENEG",5.25714285714286,38,"ENEG:RR",3.78
"RR","EPH",4.344,38,"EPH:RR",3.78
"RR","IP",4.12444444444444,39,"IP:RR",3.78
"RR","MNN",5.18622222222222,28,"MNN:RR",3.78
"RR","MT",4.92977777777778,26,"MT:RR",3.78
"RR","NC",3.74355555555556,28,"NC:RR",3.78
"RR","NDE",6.16805555555556,30,"NDE:RR",3.78
"RR","PTIME",2.81733333333333,38,"PTIME:RR",3.78
"RR","PYRID",4.628,32,"PYRID:RR",3.78
"RR","PYRRO",4.49955555555556,21,"PYRRO:RR",3.78
"RR","RAMAN",4.97733333333333,36,"RAMAN:RR",3.78
"RR","RR",4.34222222222222,30,"RR:RR",3.78
"ZIF","BET",7.48533333333333,18,"BET:ZIF",6.1196
"ZIF","CL",8.52,23,"CL:ZIF",6.1196
"ZIF","EC",7.16977777777778,26,"EC:ZIF",6.1196
"ZIF","ENEG",7.44671201814059,35,"ENEG:ZIF",6.1196
"ZIF","EPH",7.832,24,"EPH:ZIF",6.1196
"ZIF","IP",7.67333333333333,32,"IP:ZIF",6.1196
"ZIF","MNN",6.85555555555556,20,"MNN:ZIF",6.1196
"ZIF","MT",6.95111111111111,15,"MT:ZIF",6.1196
"ZIF","NC",6.94533333333333,12,"NC:ZIF",6.1196
"ZIF","NDE",8.16990740740741,26,"NDE:ZIF",6.1196
"ZIF","PTIME",7.69155555555556,17,"PTIME:ZIF",6.1196
"ZIF","PYRID",7.32311111111111,18,"PYRID:ZIF",6.1196
"ZIF","PYRRO",6.39066666666667,16,"PYRRO:ZIF",6.1196
"ZIF","RAMAN",8.55955555555555,26,"RAMAN:ZIF",6.1196
"ZIF","RR",7.33244444444445,14,"RR:ZIF",6.1196
