IP,ENEG,NDE,ZIF,POLY,CTUBE,BIO,MT,NC,MNN,PYRID,PYRRO,RAMAN,BET,PTEMP,PTIME,RR,EC,CL,NMT,CPGC,EPH,ovp
7.61,1.91,8,0,0,1,0,23,17.3,3.8,68.41995036,23.90219237,0.91970594,286.0295932,700,3,5,0.5,1,177.8,1,7.2,0.59
7.81,1.88,7,1,0,0,0,0.486178484,2.542172372,4,45.99,0,0.97,702,1100,1,5.901441987,0.1,0.6,127,1,6.8,0.49
7.81,1.88,7,0,0,0,0,4.54,8.265691229,5,41.13242312,19.65648581,1.148786719,583.2846909,800,2,2,0.2,0.3,177.8,1,7,0.59
7.83,1.83,6,1,0,0,0,0.64,10.15,4,61.49936468,19.69504447,0.94,705,900,4,3,1,2,127,1,8.8,0.22
7.61,1.91,8,0,0,1,0,43.81577576,15.31728665,4,64.49250153,24.25824507,0.4,130,800,1,10,0.5,0.5,177.8,1,7.2,0.52
7.83,1.83,6,0,0,0,0,1.54,4.131825665,4.4,45.55386289,16.88139282,1.05,1059,800,2,5,0.5,2,127,1,7.2,0.39
7.61,1.91,8,0,0,0,1,36.9,10.10989145,12,44.2101021,29.88984417,0.83,279,900,1,3,0.5,0.1,177.8,1,7.2,0.64
0,0,0,0,1,0,0,0,3.704928879,0,50,31.25,0.862585335,1332,800,0.5,30,0.1,2.5,177.8,1,6.8,0.87
7.83,1.83,6,0,0,0,1,1.8,4.168675073,4.7,60.05221932,30.02610966,0.95,1358.5,300,2,3,0.1,1,177.8,1,7,0.51
7.61,1.91,8,0,1,0,0,2.8,3.03,4,33.99339934,11.55115512,1.017,634,800,2.5,5,0.1,1,177.8,1,6.8,0.79
7.61,1.91,8,0,0,0,0,0.48,9.068144027,3,42.83164119,14.84993864,1.48,126,800,1,2.3,0.5,0.769501399,177.8,1,7.2,0.69
0,0,0,0,0,1,0,0,5,0,30,23,0.87,608.0382587,850,1.464239413,7.656186604,0.1,0.5,50,1,6.8,0.69
0,0,0,0,0,1,0,0,2.05,0,58.7,33.9,0.744,589.7285918,500,3,5,0.5,0.3537,177.8,0,7.3,0.59
7.61,1.91,8,0,1,0,0,0.931577257,2.473498233,1.7,31.52818991,28.07863501,0.958514627,135,1000,3,4.720051493,0.1,0.699085277,177.8,1,6.8,0.69
7.61,1.91,8,0,0,0,1,4.05,9.6,4,63.87902162,15.5384147,1.032877833,648,800,1,3,1,0.25,177.8,1,13.8,0.19
7.83,1.83,6,0,0,0,0,0.74,20.4,4.2,50.62483,13.84702,1.28,382,900,2,2,1,1,177.8,1,8.8,0.32
7.61,1.91,8,0,0,0,1,1.79,7.03542074,4.2,53,42.6,1.23,842.3380922,800,2,10,0.5,1,177.8,1,7.2,0.59
7.83,1.83,6,1,0,0,0,0.888072271,9.324758842,3.9,54.85955922,25.42427045,0.99,614,900,4,2,0.1,4,177.8,1,6.8,0.62
7.61,1.91,8,0,1,0,0,3.49,2.16,10.36,31.58754345,23.41411902,1,352,1000,4,3.87016356,0.5,0.028653295,177.8,1,7.3,0.79
7.61,1.91,8,0,0,0,1,2.83,11.88,4,50.67340067,0,1.174275937,376.820706,900,1,3,0.1,0.3,127,1,6.8,0.64
7.81,1.88,7,0,0,0,0,3.54,5.382165047,5,20.901,41.239,1.279560547,568,25,24,2,0.2,0.3,177.8,1,7,0.62
7.61,1.91,8,0,0,0,0,1.25,1.46,3.4,41.7,34.2,1.02,228,1000,1,5,0.1,0.58,177.8,1,6.8,0.69
7.81,1.88,7,0,1,0,0,7.381115826,3.036070894,4,48,10,3.01,1056.73628,800,3,5,0.5,1.291540442,177.8,0,7.2,0.35
7.61,1.91,8,0,0,1,0,6.107048027,8.641170168,4,44.69627902,30.98060002,1,537.1664723,1000,2,5,0.5,0.8,177.8,0,7.2,0.59
9.35,1.65,10,0,0,0,0,0.1,0.61,4,68.85245902,14.75409836,3.11,1402.4,1000,1,8.863592753,0.5,1,177.8,1,7.2,0.32
0,0,0,0,0,0,0,0,7.87,0,44.8,19.6,1.26,392.5035888,100,2,2.966364132,0.1,0.705314869,177.8,1,6.8,0.39
7.83,1.83,6,0,0,1,0,1.72,4.57,4.7,57,12,1.06017962,299,900,1,6.440632066,0.1,0.8,127,1,6.8,0.65
0,0,0,1,0,0,0,0,2.1,0,22.01834862,5.504587156,0.982,945,1000,2,5,0.1,0.5,177.8,0,6.8,0.59
7.83,1.83,6,0,1,0,0,1.82,4.606459434,5,28,11,1.22,1353,900,3,4.305834803,1,1,127,1,8.8,0.41
7.61,1.91,8,0,1,0,0,1.09,2.23,3.7,48.04671,26.34905,1.031,1414.1,1000,1,2,0.5,0.6,177.8,1,7.4,0.55
7.61,1.91,8,0,0,0,0,1.99,5.2,3.5,58.22647272,28.95245106,1.707643396,1564,650,2,10,0.5,2,177.8,1,7.2,0.66
7.61,1.91,8,0,0,1,0,7.18,5.727205076,4,48.90811356,16.67226608,1.022260723,620.4287328,1000,2,5,0.5,0.8,177.8,1,7.2,0.69
0,0,0,1,0,0,0,0,2.962409759,0,45.90626765,0,0.94,767.497302,1100,1,7.559285436,0.1,0.6,127,1,6.8,0.69
7.61,1.91,8,0,1,0,0,1,3.87,4,31.5281963,27.20619888,0.972243799,492.7202714,950,2,5,0.1,1,177.8,1,6.8,0.89
9.35,1.65,10,1,0,0,0,4,9.51,4,46.64767966,20.44955542,1.127249137,858.9,950,2,5,0.1,0.6,177.8,0,6.8,0.45
7.83,1.83,6,1,0,0,0,0.2,2.5,4,45.13388569,21.55679635,1.02,1156.6,1000,3,4.377526917,0.1,1,177.8,1,6.8,0.47
7.61,1.91,8,0,0,0,0,0.726565595,11.21732029,4,44.60486322,21.23100304,0.923443821,367.0177752,800,1,10.2755176,0.5,0.2,177.8,0,7.2,0.59
7.61,1.91,8,0,0,1,0,5,9.973957274,3,82.39455539,17.60544461,0.938631049,401.4848421,900,2,21.22119022,0.5,1,177.8,1,7.2,0.49
7.61,1.91,8,0,0,1,0,10.86985168,13.66198627,4,59.06151003,25.05279831,0.98,367.7219509,800,2,5,0.5,0.8,177.8,0,7.2,0.59
7.83,1.83,6,1,0,0,0,0.856793146,10.70991432,4.4,52.17496108,27.93663213,1.01,1050,900,4,2,0.5,4,177.8,1,7.3,0.62
7.61,1.91,8,0,0,1,0,4.943806424,12.26278941,4,47.78,16.73,0.94,310.6,700,2,2,0.5,0.2,177.8,0,7.3,0.66
7.83,1.83,6,0,0,0,1,1.8,4.490812831,5.1,61.65048544,30.33980583,0.85,1342.3,400,2,3,0.1,1,177.8,1,7,0.5
7.83,1.83,6,1,0,0,0,1.89,4.5,4,36.53056966,17.15239619,1.37780633,1090,1000,1,5,0.5,0.459,177.8,0,7.3,0.39
7.83,1.83,6,0,0,0,0,0.4726206,3.308344198,4,37.8,44.1,0.95753241,55.93264,900,1,30,0.1,0.75,50,0,6.8,0.47
7.81,1.88,7,0,0,0,0,0.72,3.12,4,42.87573195,29.67902841,0.92,315.0358753,700,1.506148809,7.965496369,0.5,0.1,127,0,7.2,0.44
0,0,0,0,0,0,0,0,1.83089,0,29.41815466,39.45617489,2.8,327,700,3,3.135616437,0.5,0.589,177.8,0,7.5,0.89
7.83,1.83,6,0,0,0,0,3.9,3.9,4,44.4,4.7,1.117339337,579.5,900,2,5,0.5,1,127,0,7.2,0.38
7.81,1.88,7,1,0,0,0,0.6,10.64064329,4.1,52.43,27.22,1.02,733.2495942,800,3,4.453063802,0.1,2,127,1,6.8,0.69
7.61,1.91,8,1,0,0,0,0.764919222,3.369601055,4,51.29750544,0,0.93,543.4726916,1100,1,8.071520373,0.1,0.6,127,1,6.8,0.64
7.69,1.9,10,0,0,0,1,4.17,5.1,12,39.65,46.81,0.98,40.1,900,1,5,0.1,0.8,50,1,6.8,0.49
7.61,1.91,8,0,0,0,1,0.41,6.19,4,42.85714286,22.36842105,1.1,691.4184748,900,2,5.294910496,0.5,1,177.8,1,7.2,0.79
7.37,1.96,10,0,1,0,0,43.33410461,2.497919451,4,25.6,0,1.029338078,610.3448505,900,2,3,0.1,0.325,177.8,1,6.8,0.49
7.61,1.91,8,0,0,0,0,0.8,5.82,4,28.2,9.1,1.14,204,1000,1,5,0.5,0.3,177.8,0,7.2,0.57
0,0,0,0,0,0,1,0,10.8,0,40,0,1.105254093,144,950,1,3,0.1,0.5,127,1,6.8,0.69
7.83,1.83,6,1,0,0,0,0.2,2.5,4,45.13388569,21.55679635,1.02,1156.6,1000,3,4.16721831,1,1,177.8,1,8.8,0.47
0,0,0,0,1,0,0,0,2.791315906,0,37.56445,22.67203,1.1,826.5565936,1000,2,5,0.5,0.912054741,177.8,1,6.8,0.44
0,0,0,0,0,0,0,0,5.163621961,0,33.23,32.31,1.03,1000,910,3,2,1,1,177.8,1,8.8,0.45
7.83,1.83,6,0,0,0,1,1.8,4.124881447,4.1,59.8944591,30.34300792,0.95,1358.5,200,2,3,0.1,1,177.8,1,7,0.66
7.81,1.88,7,1,0,0,0,0.25,9.628785995,11.2,52.19873382,22.10431988,1.318145876,925.6946335,900,3,5,0.5,0.8,127,1,6.8,0.51
7.61,1.91,8,0,0,0,0,14.18,4.72,7.1,42.27991411,38.3954714,0.93,500.8,1000,1,9.91605894,0.1,0.833,177.8,1,6.8,0.95
7.83,1.83,6,0,0,1,0,6.98,0.83,3.36,70,20,1.052777327,104,900,1,6.234264733,0.1,0.8,127,1,6.8,0.65
7.83,1.83,6,0,0,0,0,0.047765564,6.499302535,4,38,18.9,0.97,441.5510748,900,2,2,0.5,2.5,177.8,1,7.65,0.34772
7.83,1.83,6,0,0,0,0,1.943586207,7.33,4,41.27103246,19.55416971,1.140595661,492.2024542,750,3,4.293429453,0.5,0.2,177.8,0,7.2,0.3
7.61,1.91,8,0,0,0,0,3.32,5.670090774,5,48.50708628,21.58439382,1.090291443,612.8703852,25,24,2,0.2,0.3,177.8,1,7,0.69
7.61,1.91,8,0,0,0,1,2.7,8.07019133,4,70,13.19,1.04,521.7646216,800,2,5.186529766,0.5,1,177.8,1,7.2,0.65
7.83,1.83,6,0,0,1,0,2.364327238,3.86,4,47.66839378,8.29015544,1.37,868.5081209,850,3,2,0.1,0.3,127,1,6.8,0.49
0,0,0,0,0,0,0,0,5.163621961,0,33.23,32.31,1.03,1000,910,3,2,0.1,1,177.8,1,6.8,0.55
7.83,1.83,6,0,0,0,0,1.488689824,2.650319005,4,65.38461538,14.52991453,0.911,160,800,2,2,0.1,2,177.8,1,6.8,0.45
7.83,1.83,6,0,0,0,0,0.52,0.461817582,4,33.22709163,18.0876494,0.65,204,1000,1,20,0.5,0.5,177.8,0,7.3,0.41
0,0,0,0,0,0,1,0,5.59,0,10.19677996,12.34347048,1.128787673,101.4,600,2.535570816,3.956308143,0.5,0.2,177.8,1,7.3,0.39
9.35,1.65,10,1,0,0,0,6.64,8.042909242,3,62.15550423,14.67282525,0.99,988,900,2,5,0.5,0.6,177.8,1,7.2,0.49
7.83,1.83,6,1,0,0,0,3.721434048,4.886824379,4.4,43.80952381,17.07833765,0.91,1032.99823,900,1,10,0.1,0.4,127,1,6.8,0.49
7.61,1.91,8,0,0,1,0,13,6.469933045,4,53.2,15.3,1.030600513,429.6370153,650,3,5,0.5,0.5,177.8,1,7.3,0.718
7.83,1.83,6,1,0,0,0,0.57,9.451166446,5,63.87,27.05,0.99,730.236858,900,6,5,1,0.75,127,1,13.8,0.24
7.61,1.91,8,0,0,1,0,4.468391032,4.86656449,4,45.18061,42.3732,1.372018598,896.4966161,700,0.5,2,0.5,0.746746139,127,1,7.2,0.65
0,0,0,0,0,1,0,0,9.27,0,27.3,45.2,0.55,249,800,1,10.12728555,0.1,2,177.8,1,6.8,0.49
7.61,1.91,8,0,0,0,0,1.39,5.395730396,4,23.29980225,57.26936635,1.47,308,900,3,4.298341887,0.5,0.5,177.8,1,7.2,0.79
7.61,1.91,8,0,0,1,0,1.49,6.327286299,4,49.1,23.6,1.120982132,673,800,5,5,0.5,0.35,177.8,1,7.2,0.69
7.61,1.91,8,0,0,0,0,4.43,3.2,3.5,63.22647272,23.95245106,1.686755979,1564,650,2,10,0.5,2,177.8,1,7.2,0.68
0,0,0,0,0,0,0,0,1.0745,0,25.07758566,35.80024067,2.6,321,700,3,3.470521156,0.5,0.589,177.8,0,7.5,0.79
7.83,1.83,6,0,0,0,0,3.4,3.4,4,44.4,4.7,1.119818719,547.6286857,900,2,5,0.5,1,127,0,7.2,0.38
7.61,1.91,8,0,0,0,0,2.404145078,4.117975289,4,37.16283716,45.15484515,0.87,895.8,900,2,5,0.1,0.5,177.8,1,6.8,0.59
0,0,0,0,0,0,1,0,5.45,0,14.1025641,17.03296703,1.10687861,308.9,600,2.679997761,3.844786469,0.5,0.2,177.8,1,7.3,0.39
7.61,1.91,8,0,1,0,0,2.88,9.5,4,37.3,43.6,1.83,615,900,2,2,0.1,0.76,177.8,0,6.8,0.645
7.81,1.88,7,0,0,0,0,3.18,8.724496581,5,41.55130663,18.97100134,1.173577049,574.6732444,600,2,2,0.2,0.3,177.8,1,7,0.59
0,0,0,0,0,0,0,0,17.8,0,52.00232,22.44999,1.154804692,406,900,2,2,0.1,1,177.8,1,6.8,0.55
7.61,1.91,8,0,0,1,0,4.02,11.37358606,4,64.1,20.2,0.9618886,228.8565938,650,3,5,0.5,0.5,177.8,1,7.3,0.616
0,0,0,0,0,1,0,0,7.218857423,0,19.2,22.1,0.54,456.6164371,1060,1.39573702,8.389331113,0.1,1.562001189,177.8,1,6.8,0.49
7.83,1.83,6,0,0,0,0,9.9,23.9,4,58.52,23.15,1.13,23,800,2,2,0.1,2,177.8,1,6.8,0.45
7.61,1.91,8,0,1,0,0,0.46,3.05,4.13,29.47316941,10.28352081,1.03,614,1000,4,3.69362502,0.5,0.217391304,177.8,1,7.3,0.79
7.83,1.83,6,1,0,0,0,1.5,5.253291839,4,51.17412648,21.53045544,1.01619808,875.3609588,1050,1,5.171051374,1,1,177.8,1,8.8,0.39
7.83,1.83,6,0,0,0,0,0.2,3.769611316,4.4,31.50900846,11.01142123,1.04,1014,1000,2,5,0.5,2,127,1,7.2,0.39
7.61,1.91,8,1,0,0,0,0.889,2.83,2,47.43117011,26.99115044,0.91,280.8,900,2,5,0.5,0.6,177.8,1,7.2,0.69
7.61,1.91,8,1,0,0,0,5.7,16.4,4,74.97385849,25.02614151,1.000278352,150.1,550,2,5,0.5,1,127,1,7.2,0.64
7.83,1.83,6,1,0,0,0,0.58,4.3,3,26.45011601,16.93735499,1.226074101,1345,1000,2,5.285220794,0.5,1,177.8,1,7.2,0.39
7.83,1.83,6,0,0,0,0,2.157810922,4.935546221,4,37.2,21.4,0.99,570.0001165,800,2,2,0.5,2.5,177.8,1,7.65,0.34614
0,0,0,1,0,0,0,0,8.875,0,56.2883398,20.42132514,1.065,650,800,3,4.383010265,0.5,1,177.8,1,7.3,0.39
7.61,1.91,8,0,0,1,0,5.298932328,3.587818764,4,45.18673,41.38251,1.413324214,981.8255821,800,0.5,2,0.5,0.882551619,127,1,7.2,0.65
7.83,1.83,6,0,0,0,1,0.26,3.209259081,5,8,18.18181818,1.25,897,1000,2,5,0.1,1,177.8,1,6.8,0.46
7.83,1.83,6,1,0,0,0,1.47,10.15,4,70.14778325,15.27093596,0.94,705,900,4,3,1,2,127,1,8.8,0.32
7.83,1.83,6,0,1,0,0,1.82,4.606459434,5,28,11,1.22,1353,900,3,4.338831104,0.5,0.5,127,1,7.3,0.45
7.69,1.9,10,0,0,0,0,1.19,7.050993443,4,50.16896598,22.47665696,1.068520983,340.5493228,700,2,5,0.1,0.5,177.8,1,6.8,0.39
0,0,0,0,0,0,0,0,6.939267169,0,44.4,32.7,0.89,104,900,2,5,0.1,1,177.8,0,6.8,0.49
8.95,1.69,10,0,0,0,0,6.7,11.03143536,4,57.3,5.1,0.98,510.5,850,1,1,0.5,1.5,177.8,1,7.2,0.62
7.83,1.83,6,0,1,0,0,2.025858001,4.954544025,4,37.2,21.4,0.99,632.92808,800,2,2,0.5,2.5,177.8,1,7.2,0.34
7.61,1.91,8,0,0,1,0,23,18.7,3.8,68.48158175,23.80912967,0.951315319,306.128195,800,3,5,0.5,1,177.8,1,7.2,0.59
0,0,0,0,0,1,0,0,9.8,0,52.67549669,29.85430464,0.799838543,271,600,1,8.75516672,0.5,0.167,177.8,1,7.2,0.54
7.83,1.83,6,0,0,1,0,6.665028564,16.67332146,4,33.9,58.9,1.01,635.15,800,2,6.011199938,0.5,1,177.8,0,7.2,0.46
7.83,1.83,6,0,1,0,0,0.045597407,6.634422786,4,38,18.9,0.97,624.1757222,900,2,2,0.5,2.5,177.8,1,7.2,0.34
7.69,1.9,10,0,0,0,0,1.3,5.650482986,3.6,37.01709202,24.52977445,1.123898584,646,900,1,5,0.1,0.5,177.8,0,6.8,0.59
7.61,1.91,8,1,0,0,0,1.89,7.034796702,3.7,45.01686879,39.81034011,1.04919271,113,1000,2,5,0.5,0.8,177.8,1,7.2,0.59
7.61,1.91,8,0,0,0,1,0.6,7.353218675,4,40.16881502,5.69259962,1.152836552,394.137751,900,2,3,0.5,0.2,177.8,1,7.2,0.49
7.61,1.91,8,0,0,0,0,2.61,3.04,4,36.9,23.8,1,259,900,2,5,0.1,0.48,177.8,1,6.8,0.79
7.83,1.83,6,0,1,0,0,6,7.2,3,38.66247893,28.45870997,1.137967638,340,900,3,5.33162371,0.1,0.785,177.8,0,6.8,0.39
7.83,1.83,6,1,0,0,0,1.74,5.15,4.4,52.91828794,37.54863813,0.98,1241,1000,1,2,0.5,0.1,127,1,7.2,0.29
0,0,0,0,0,0,1,0,5.79,0,12.4567474,12.28373702,1.150718778,235.8,600,2.707791927,3.964763627,0.5,0.2,177.8,1,7.3,0.29
7.83,1.83,6,1,0,0,0,1.5,4.418471535,4,50.59410456,23.29031929,0.914545004,750.712749,1050,1,8.574330694,0.1,1,177.8,1,6.8,0.49
7.83,1.83,6,1,0,0,0,2.8,2.77,4,41.20558932,0,1.317824269,1370.71,1000,3,5,0.5,0.4,177.8,1,7.2,0.38
7.61,1.91,8,1,0,0,0,0.917,3.59,3,50.43117011,29.99115044,0.93,322.1,800,2,5,0.5,0.6,177.8,1,7.2,0.69
7.83,1.83,6,1,0,0,0,0.58,8.905813337,6,50.62,35.84,1.02,622.677809,800,6,5,1,0.75,127,1,13.8,0.24
0,0,0,1,0,0,0,0,9.639920019,0,48.75559124,0,1.14,465,900,1,5,0.1,0.8,177.8,1,6.8,0.59
7.83,1.83,6,1,0,0,0,2.6,7.6,4.3,71.42857143,0,1.242865297,894.9727275,700,2,5,0.5,0.6,177.8,1,7.2,0.26
